fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,Ticker
2022-01-31,CAD,"$861,664,000,000.00","$96,231,000,000.00","$43,350,000,000.00","$43,350,000,000.00","$16,000,000.00",$0.00,"$190,140,000,000.00","$3,325,000,000.00",$0.00,"$2,070,000,000.00","$2,070,000,000.00","$5,060,000,000.00",$0.00,"$179,685,000,000.00","$52,881,000,000.00","$151,765,000,000.00",$0.00,"$814,372,000,000.00","$84,174,000,000.00",$0.00,$0.00,$0.00,"$84,174,000,000.00","$84,174,000,000.00",$0.00,"$5,531,000,000.00","$84,174,000,000.00",$0.00,"$180,844,000,000.00","-$84,174,000,000.00",$0.00,"$47,103,000,000.00",$0.00,"$26,807,000,000.00","$14,457,000,000.00","$905,032,000.00",CM
2021-10-31,CAD,"$837,683,000,000.00","$98,552,000,000.00","$69,270,000,000.00","$69,270,000,000.00","-$199,462,000,000.00",$0.00,"$172,330,000,000.00","$3,286,000,000.00",$0.00,"$2,031,000,000.00","$2,031,000,000.00","$4,954,000,000.00",$0.00,"$162,059,000,000.00","$18,877,000,000.00","$196,457,000,000.00",$0.00,"$791,853,000,000.00","$85,083,000,000.00",$0.00,$0.00,$0.00,"$76,234,000,000.00","$85,083,000,000.00",$0.00,"$5,539,000,000.00","$76,234,000,000.00",$0.00,"$164,174,000,000.00","-$85,083,000,000.00",$0.00,"$45,648,000,000.00",$0.00,"$25,793,000,000.00","$14,351,000,000.00","$904,056,000.00",CM
2021-07-31,CAD,"$806,067,000,000.00","$112,460,000,000.00","$50,296,000,000.00","$50,296,000,000.00","-$156,737,000,000.00",$0.00,"$806,067,000,000.00","$3,133,000,000.00",$0.00,"$1,949,000,000.00","$1,949,000,000.00","$4,986,000,000.00",$0.00,"$158,133,000,000.00","$51,759,000,000.00","$156,737,000,000.00",$0.00,"$761,782,000,000.00","$77,746,000,000.00",$0.00,$0.00,$0.00,"$77,746,000,000.00","$761,782,000,000.00",$0.00,"$46,257,000,000.00","$20,646,000,000.00",$0.00,"$161,753,000,000.00","-$85,083,000,000.00",$0.00,"$44,108,000,000.00",$0.00,"$25,055,000,000.00","$14,252,000,000.00","$902,296,000.00",CM
2021-04-30,CAD,"$782,878,000,000.00","$96,626,000,000.00","$47,197,000,000.00","$47,197,000,000.00","$22,000,000.00",$0.00,"$782,878,000,000.00","$2,826,000,000.00",$0.00,"$1,944,000,000.00","$1,944,000,000.00","$4,928,000,000.00",$0.00,"$155,763,000,000.00","$49,429,000,000.00","$154,541,000,000.00",$0.00,"$740,198,000,000.00","$70,063,000,000.00",$0.00,$0.00,$0.00,"$70,063,000,000.00","$740,198,000,000.00",$0.00,"$5,653,000,000.00","$19,940,000,000.00",$0.00,"$150,694,000,000.00","$11,071,000,000.00",$0.00,"$42,510,000,000.00",$0.00,"$24,003,000,000.00","$14,130,000,000.00","$898,690,000.00",CM
2021-01-31,CAD,"$782,908,000,000.00","$115,236,000,000.00","$63,293,000,000.00","$63,293,000,000.00","$26,000,000.00",$0.00,"$782,908,000,000.00","$2,932,000,000.00",$0.00,"$1,942,000,000.00","$1,942,000,000.00","$5,084,000,000.00",$0.00,"$151,151,000,000.00","$51,943,000,000.00","$506,563,000,000.00",$0.00,"$740,979,000,000.00","$62,600,000,000.00",$0.00,$0.00,$0.00,"$62,600,000,000.00","$740,979,000,000.00",$0.00,"$4,693,000,000.00","$22,365,000,000.00",$0.00,"$142,136,000,000.00","$681,265,000,000.00",$0.00,"$41,752,000,000.00",$0.00,"$23,060,000,000.00","$13,991,000,000.00","$895,858,000.00",CM
2020-07-31,CAD,"$768,545,000,000.00","$130,926,000,000.00","$68,422,000,000.00","$68,422,000,000.00","$25,000,000.00",$0.00,"$768,545,000,000.00","$3,023,000,000.00",$0.00,"$1,948,000,000.00","$1,948,000,000.00","$5,497,000,000.00",$0.00,"$144,986,000,000.00","$53,517,000,000.00","$491,152,000,000.00",$0.00,"$728,446,000,000.00","$75,257,000,000.00",$0.00,$0.00,$0.00,"$75,257,000,000.00","$728,446,000,000.00",$0.00,"$5,822,000,000.00","$30,885,000,000.00",$0.00,"$156,441,000,000.00","$9,802,000,000.00",$0.00,"$39,920,000,000.00",$0.00,"$21,726,000,000.00","$13,800,000,000.00","$891,788,000.00",CM
2020-01-31,CAD,"$672,118,000,000.00","$65,469,000,000.00","$20,731,000,000.00","$20,731,000,000.00","$26,000,000.00",$0.00,"$672,118,000,000.00","$3,087,000,000.00",$0.00,"$1,946,000,000.00","$1,946,000,000.00","$5,470,000,000.00",$0.00,"$129,925,000,000.00","$44,738,000,000.00","$466,221,000,000.00",$0.00,"$632,888,000,000.00","$72,585,000,000.00",$0.00,$0.00,$0.00,"$72,585,000,000.00","$632,888,000,000.00",$0.00,"$4,695,000,000.00","$335,292,618.32",$0.00,"$150,791,000,000.00","$9,568,000,000.00",$0.00,"$39,039,000,000.00",$0.00,"$21,543,000,000.00","$13,669,000,000.00","$892,062,000.00",CM
2019-10-31,CAD,"$651,604,000,000.00","$11,900,000,000.00","$17,359,000,000.00","$17,359,000,000.00","$1,218,322.40",$0.00,"$651,604,000,000.00","$1,813,000,000.00",$0.00,"$1,969,000,000.00","$1,969,000,000.00","$5,449,000,000.00",$0.00,"$121,896,000,000.00","$12,998,000,000.00","$470,934,000,000.00",$0.00,"$613,024,000,000.00","$79,266,000,000.00",$0.00,$0.00,$0.00,"$70,826,000,000.00","$613,024,000,000.00",$0.00,"$4,684,000,000.00","$366,812,507.45",$0.00,"$75,510,000,000.00","$634,063,708.55",$0.00,"$38,394,000,000.00",$0.00,"$20,972,000,000.00","$13,591,000,000.00","$892,784,000.00",CM
2019-07-31,CAD,"$642,522,000,000.00","$72,468,000,000.00","$16,699,000,000.00","$16,699,000,000.00","$1,188,187.79",$0.00,"$642,522,000,000.00","$1,771,000,000.00",$0.00,"$1,918,000,000.00","$1,918,000,000.00","$5,575,000,000.00",$0.00,"$120,283,000,000.00","$43,869,000,000.00","$452,407,000,000.00",$0.00,"$604,512,000,000.00","$69,710,000,000.00",$0.00,$0.00,$0.00,"$69,710,000,000.00","$604,512,000,000.00",$0.00,"$5,620,000,000.00","$431,549,805.08",$0.00,"$145,484,000,000.00","$462,917,962.72",$0.00,"$37,828,000,000.00",$0.00,"$20,535,000,000.00","$13,525,000,000.00","$891,830,000.00",CM
2019-04-30,CAD,"$634,109,000,000.00","$56,074,000,000.00","$14,407,000,000.00","$14,407,000,000.00","$927,893.82",$0.00,"$634,109,000,000.00","$1,786,000,000.00",$0.00,"$1,929,000,000.00","$1,929,000,000.00","$5,643,000,000.00",$0.00,"$122,100,000,000.00","$41,667,000,000.00","$446,577,000,000.00",$0.00,"$596,896,000,000.00","$74,078,000,000.00",$0.00,$0.00,$0.00,"$74,078,000,000.00","$596,896,000,000.00",$0.00,"$4,171,000,000.00","$302,049,607.68",$0.00,"$146,591,000,000.00","$393,144,574.17",$0.00,"$37,030,000,000.00",$0.00,"$19,793,000,000.00","$13,443,000,000.00","$890,448,000.00",CM
2019-01-31,CAD,"$614,647,000,000.00","$57,940,000,000.00","$16,572,000,000.00","$16,572,000,000.00","$583,672.33",$0.00,"$614,647,000,000.00","$52,034,389.19",$0.00,"$1,920,000,000.00","$1,920,000,000.00","$5,555,000,000.00",$0.00,"$109,547,000,000.00","$41,368,000,000.00","$437,902,000,000.00",$0.00,"$578,564,000,000.00","$68,136,000,000.00",$0.00,$0.00,$0.00,"$68,136,000,000.00","$578,564,000,000.00",$0.00,"$4,162,000,000.00","$243,770,753.15",$0.00,"$141,833,000,000.00","$293,324,534.88",$0.00,"$35,909,000,000.00",$0.00,"$19,101,000,000.00","$13,350,000,000.00","$888,602,000.00",CM
2018-10-31,CAD,"$597,099,000,000.00","$10,406,000,000.00","$17,691,000,000.00","$17,691,000,000.00","$10,642,341.32",$0.00,"$597,099,000,000.00","$1,364,500,190.04",$0.00,"$1,945,000,000.00","$1,945,000,000.00","$5,564,000,000.00",$0.00,"$37,713,416,951.73","$36,210,000,000.00","$418,050,000,000.00",$0.00,"$561,983,000,000.00","$76,951,000,000.00",$0.00,$0.00,$0.00,"$69,684,000,000.00","$561,983,000,000.00",$0.00,"$27,063,473,964.27","$8,398,327,632.08",$0.00,"$69,684,000,000.00","$10,957,050,551.12",$0.00,"$34,943,000,000.00",$0.00,"$18,537,000,000.00","$13,243,000,000.00","$889,008,000.00",CM
2018-04-30,CAD,"$590,537,000,000.00","$55,877,000,000.00","$17,035,000,000.00","$17,035,000,000.00","$13,239,875.39",$0.00,"$590,537,000,000.00","$1,359,813,084.11",$0.00,"$1,923,000,000.00","$1,923,000,000.00","$5,452,000,000.00",$0.00,"$80,095,015,576.32","$38,842,000,000.00","$422,697,000,000.00",$0.00,"$556,991,000,000.00","$538,813,000,000.00",$0.00,$0.00,$0.00,"$9,665,109,034.27","$556,991,000,000.00",$0.00,"$27,195,482,866.04","$9,665,109,034.27",$0.00,"$47,329,000,000.00","$7,136,292,834.89",$0.00,"$33,366,000,000.00",$0.00,"$17,412,000,000.00","$13,166,000,000.00","$891,316,000.00",CM
2018-01-31,CAD,"$586,927,000,000.00","$50,498,000,000.00","$15,240,000,000.00","$15,240,000,000.00","$15,428,339.42",$0.00,"$586,927,000,000.00","$1,408,850,994.72",$0.00,"$1,920,000,000.00","$1,920,000,000.00","$5,267,000,000.00",$0.00,"$77,822,980,105.56","$35,258,000,000.00","$431,668,000,000.00",$0.00,"$554,605,000,000.00","$536,401,000,000.00",$0.00,$0.00,$0.00,"$8,637,434,023.55","$554,605,000,000.00",$0.00,"$28,599,269,183.92","$8,637,434,023.55",$0.00,"$45,857,000,000.00","$9,894,437,677.63",$0.00,"$32,135,000,000.00",$0.00,"$16,701,000,000.00","$13,070,000,000.00","$885,704,000.00",CM
2017-07-31,CAD,"$560,912,000,000.00","$28,583,000,000.00","$19,917,000,000.00","$19,917,000,000.00","$38,523,118,839.65",$0.00,"$560,912,000,000.00","$1,411,972,113.15",$0.00,"$1,822,000,000.00","$1,822,000,000.00","$5,101,000,000.00",$0.00,"$32,892,860,004.81","$17,289,846,942.86","$443,190,000,000.00",$0.00,"$530,890,000,000.00","$515,303,000,000.00",$0.00,$0.00,$0.00,"$88,267,489,382.16","$530,890,000,000.00",$0.00,"$34,596,522,157.22","$88,267,489,382.16",$0.00,"$43,173,000,000.00","$7,519,833,319.98",$0.00,"$29,832,000,000.00",$0.00,"$15,535,000,000.00","$12,197,000,000.00","$832,770,000.00",CM
2014-10-31,CAD,"$414,903,000,000.00","$6,645,000,000.00","$14,793,000,000.00","$14,793,000,000.00","$41,768,882,577.44",$0.00,"$414,903,000,000.00","$1,594,923,227.12",$0.00,"$967,000,000.00","$967,000,000.00","$1,450,000,000.00",$0.00,"$12,784,237,152.75","$5,739,000,000.00","$321,666,000,000.00",$0.00,"$396,120,000,000.00","$3,148,000,000.00",$0.00,$0.00,$0.00,"$80,781,929,528.71","$396,120,000,000.00",$0.00,"$38,839,975,148.66","$80,781,929,528.71",$0.00,"$43,761,000,000.00","$1,841,661,489.31",$0.00,"$18,619,000,000.00",$0.00,"$9,626,000,000.00","$7,782,000,000.00","$795,814,000.00",CM
2025-01-31,CAD,"$1,468,093,000,000.00","$180,056,000,000.00","$79,799,000,000.00","$79,799,000,000.00",$0.00,$0.00,"$1,288,037,000,000.00",$0.00,$0.00,"$5,002,000,000.00","$5,002,000,000.00","$17,485,000,000.00",$0.00,"$406,712,000,000.00","$100,257,000,000.00","-$40,162,000,000.00",$0.00,"$1,380,493,000,000.00",$0.00,$0.00,$0.00,$0.00,"$111,859,000,000.00",$0.00,$0.00,"$162,479,000,000.00","$111,859,000,000.00",$0.00,"$274,338,000,000.00","-$153,143,000,000.00",$0.00,"$87,559,000,000.00",$0.00,"$47,243,000,000.00","$23,923,000,000.00","$728,535,000.00",BMO
2024-07-31,CAD,"$1,400,470,000,000.00","$473,216,000,000.00","$74,676,000,000.00","$74,676,000,000.00","$41,143,000,000.00",$0.00,"$1,712,669,000,000.00",$0.00,$0.00,"$4,961,000,000.00","$4,961,000,000.00","$16,641,000,000.00",$0.00,"$386,875,000,000.00","$81,456,000,000.00","$398,540,000,000.00",$0.00,"$1,317,513,000,000.00","$694,936,000,000.00",$0.00,$0.00,$0.00,"$106,419,000,000.00","$1,422,403,000,000.00",$0.00,"$147,096,000,000.00","$106,419,000,000.00",$0.00,"$253,515,000,000.00","-$140,944,000,000.00",$0.00,"$82,926,000,000.00",$0.00,"$45,451,000,000.00","$23,911,000,000.00","$730,192,000.00",BMO
2024-04-30,CAD,"$1,374,053,000,000.00","$400,346,000,000.00","$84,216,000,000.00","$84,216,000,000.00","$44,845,000,000.00",$0.00,"$973,707,000,000.00",$0.00,$0.00,"$4,994,000,000.00","$4,994,000,000.00","$16,603,000,000.00",$0.00,"$368,385,000,000.00","$70,345,000,000.00","$400,346,000,000.00",$0.00,"$1,294,483,000,000.00","$674,011,000,000.00",$0.00,$0.00,$0.00,"$114,166,000,000.00","$620,472,000,000.00",$0.00,"$143,072,000,000.00","$114,166,000,000.00",$0.00,"$160,945,000,000.00","-$152,414,000,000.00",$0.00,"$79,539,000,000.00",$0.00,"$44,772,000,000.00","$23,896,000,000.00","$729,279,000.00",BMO
2024-01-31,CAD,"$1,324,762,000,000.00","$341,357,000,000.00","$78,862,000,000.00","$78,862,000,000.00","-$150,093,000,000.00",$0.00,"$983,405,000,000.00",$0.00,$0.00,"$5,001,000,000.00","$5,001,000,000.00","$16,182,000,000.00",$0.00,"$347,912,000,000.00","$69,493,000,000.00","$341,357,000,000.00",$0.00,"$1,247,483,000,000.00","$618,406,000,000.00",$0.00,$0.00,$0.00,"$109,874,000,000.00","$629,077,000,000.00",$0.00,"$139,655,000,000.00","$103,111,000,000.00",$0.00,"$147,282,000,000.00","$508,532,000,000.00",$0.00,"$77,250,000,000.00",$0.00,"$44,161,000,000.00","$23,412,000,000.00","$729,279,000.00",BMO
2023-07-31,CAD,"$1,248,554,000,000.00","$141,676,000,000.00","$85,920,000,000.00","$85,920,000,000.00","-$335,441,000,000.00",$0.00,"$338,584,000,000.00","$6,012,000,000.00",$0.00,"$5,121,000,000.00","$5,121,000,000.00","$15,913,000,000.00",$0.00,"$311,538,000,000.00","$53,831,000,000.00","$335,441,000,000.00",$0.00,"$1,174,360,000,000.00","$102,387,000,000.00",$0.00,$0.00,$0.00,"$102,387,000,000.00","$136,166,000,000.00",$0.00,"$28,885,000,000.00","$102,387,000,000.00",$0.00,"$238,553,000,000.00","-$102,387,000,000.00",$0.00,"$74,173,000,000.00",$0.00,"$44,500,000,000.00","$22,474,000,000.00","$716,377,000.00",BMO
2023-04-30,CAD,"$1,250,891,000,000.00","$132,416,000,000.00","$73,770,000,000.00","$73,770,000,000.00","-$324,144,000,000.00",$0.00,"$342,908,000,000.00","$6,111,000,000.00",$0.00,"$5,158,000,000.00","$5,158,000,000.00","$16,025,000,000.00",$0.00,"$315,614,000,000.00","$56,519,000,000.00","$324,144,000,000.00",$0.00,"$1,174,806,000,000.00","$102,792,000,000.00",$0.00,$0.00,$0.00,"$102,792,000,000.00","$102,792,000,000.00",$0.00,"$129,072,000,000.00","$102,792,000,000.00",$0.00,"$231,864,000,000.00","-$102,792,000,000.00",$0.00,"$76,066,000,000.00",$0.00,"$44,143,000,000.00","$22,062,000,000.00","$712,812,000.00",BMO
2023-01-31,CAD,"$1,145,706,000,000.00","$158,602,000,000.00","$108,422,000,000.00","$108,422,000,000.00","-$353,132,000,000.00",$0.00,"$293,058,000,000.00","$4,865,000,000.00",$0.00,"$2,277,000,000.00","$2,277,000,000.00","$5,260,000,000.00",$0.00,"$280,656,000,000.00","$48,365,000,000.00","$353,132,000,000.00",$0.00,"$1,070,792,000,000.00","$110,569,000,000.00",$0.00,$0.00,$0.00,"$110,569,000,000.00","$110,569,000,000.00",$0.00,"$29,994,000,000.00","$110,569,000,000.00",$0.00,"$248,114,000,000.00","-$110,569,000,000.00",$0.00,"$74,914,000,000.00",$0.00,"$44,238,000,000.00","$21,637,000,000.00","$692,627,000.00",BMO
2022-07-31,CAD,"$1,068,338,000,000.00","$117,721,000,000.00","$76,903,000,000.00","$76,903,000,000.00","-$309,598,000,000.00",$0.00,"$277,014,000,000.00","$4,604,000,000.00",$0.00,"$2,130,000,000.00","$2,130,000,000.00","$4,995,000,000.00",$0.00,"$265,285,000,000.00","$39,273,000,000.00","$309,598,000,000.00",$0.00,"$1,001,344,000,000.00","$97,804,000,000.00",$0.00,$0.00,$0.00,"$97,804,000,000.00","$97,804,000,000.00",$0.00,"$161,399,000,000.00","$97,804,000,000.00",$0.00,"$259,203,000,000.00","-$97,804,000,000.00",$0.00,"$66,994,000,000.00",$0.00,"$41,653,000,000.00","$17,392,000,000.00","$674,804,000.00",BMO
2022-04-30,CAD,"$1,041,565,000,000.00","$117,111,000,000.00","$77,990,000,000.00","$77,990,000,000.00","-$298,806,000,000.00",$0.00,"$265,455,000,000.00","$4,581,000,000.00",$0.00,"$2,090,000,000.00","$2,090,000,000.00","$5,002,000,000.00",$0.00,"$253,782,000,000.00","$37,879,000,000.00","$298,806,000,000.00",$0.00,"$975,973,000,000.00","$95,868,000,000.00",$0.00,$0.00,$0.00,"$95,868,000,000.00","$95,868,000,000.00",$0.00,"$110,224,000,000.00","$95,868,000,000.00",$0.00,"$206,092,000,000.00","-$95,868,000,000.00",$0.00,"$65,592,000,000.00",$0.00,"$41,275,000,000.00","$17,038,000,000.00","$659,747,546.00",BMO
2022-01-31,CAD,"$1,023,172,000,000.00","$103,382,000,000.00","$58,696,000,000.00","$58,696,000,000.00","-$309,199,000,000.00",$0.00,"$287,456,000,000.00","$4,550,000,000.00",$0.00,"$2,071,000,000.00","$2,071,000,000.00","$4,957,000,000.00",$0.00,"$275,878,000,000.00","$43,071,000,000.00","$309,199,000,000.00",$0.00,"$963,368,000,000.00","$90,731,000,000.00",$0.00,$0.00,$0.00,"$90,731,000,000.00","$90,731,000,000.00",$0.00,"$28,249,000,000.00","$90,731,000,000.00",$0.00,"$195,147,000,000.00","-$90,731,000,000.00",$0.00,"$59,804,000,000.00",$0.00,"$37,513,000,000.00","$13,629,000,000.00","$648,359,000.00",BMO
2021-07-31,CAD,"$971,358,000,000.00","$158,316,000,000.00","$92,618,000,000.00","$92,618,000,000.00","-$314,933,000,000.00",$0.00,"$242,596,000,000.00","$8,532,000,000.00",$0.00,"$2,298,000,000.00","$2,298,000,000.00","$5,450,000,000.00",$0.00,"$230,776,000,000.00","$64,553,000,000.00","$314,933,000,000.00",$0.00,"$913,662,000,000.00","$90,766,000,000.00",$0.00,$0.00,$0.00,"$90,766,000,000.00","$90,766,000,000.00",$0.00,"$30,900,000,000.00","$67,188,000,000.00",$0.00,"$185,051,000,000.00","-$90,766,000,000.00",$0.00,"$57,696,000,000.00",$0.00,"$34,089,000,000.00","$13,609,000,000.00","$648,997,000.00",BMO
2021-04-30,CAD,"$949,839,000,000.00","$169,861,000,000.00","$107,548,000,000.00","$107,548,000,000.00","-$309,534,000,000.00",$0.00,"$224,748,000,000.00","$4,298,000,000.00",$0.00,"$2,323,000,000.00","$2,323,000,000.00","$5,375,000,000.00",$0.00,"$212,867,000,000.00","$61,172,000,000.00","$309,534,000,000.00",$0.00,"$894,325,000,000.00","$82,265,000,000.00",$0.00,$0.00,$0.00,"$82,265,000,000.00","$82,265,000,000.00",$0.00,"$25,832,000,000.00","$27,651,000,000.00",$0.00,"$176,914,000,000.00","-$82,265,000,000.00",$0.00,"$55,514,000,000.00",$0.00,"$32,561,000,000.00","$13,536,000,000.00","$648,052,000.00",BMO
2021-01-31,CAD,"$973,211,000,000.00","$153,475,000,000.00","$81,467,000,000.00","$81,467,000,000.00",$0.00,$0.00,"$246,010,000,000.00","$4,202,000,000.00",$0.00,"$2,388,000,000.00","$2,388,000,000.00","$6,365,000,000.00",$0.00,"$233,190,000,000.00","$70,574,000,000.00","$573,726,000,000.00",$0.00,"$917,063,000,000.00","$87,822,000,000.00",$0.00,$0.00,$0.00,"$87,822,000,000.00","$87,822,000,000.00",$0.00,"$27,172,000,000.00","$30,511,000,000.00",$0.00,"$190,430,000,000.00","-$87,822,000,000.00",$0.00,"$56,148,000,000.00",$0.00,"$32,012,000,000.00","$13,545,000,000.00","$647,423,000.00",BMO
2020-07-31,CAD,"$973,508,000,000.00","$165,164,000,000.00","$84,954,000,000.00","$84,954,000,000.00",$0.00,$0.00,"$240,777,000,000.00","$5,812,000,000.00",$0.00,"$2,470,000,000.00","$2,470,000,000.00","$6,566,000,000.00",$0.00,"$227,905,000,000.00","$78,493,000,000.00","$567,567,000,000.00",$0.00,"$918,921,000,000.00","$65,758,000,000.00",$0.00,$0.00,$0.00,"$65,758,000,000.00","$65,758,000,000.00",$0.00,"$30,590,000,000.00","$20,292,000,000.00",$0.00,"$183,213,000,000.00","-$65,758,000,000.00",$0.00,"$54,587,000,000.00",$0.00,"$29,902,000,000.00","$13,215,000,000.00","$641,654,000.00",BMO
2020-01-31,CAD,"$879,720,000,000.00","$128,696,000,000.00","$52,890,000,000.00","$52,890,000,000.00",$0.00,$0.00,"$224,187,000,000.00","$3,957,000,000.00",$0.00,"$2,430,000,000.00","$2,430,000,000.00","$6,396,000,000.00",$0.00,"$211,459,000,000.00","$74,101,000,000.00","$526,837,000,000.00",$0.00,"$827,544,000,000.00","$76,407,000,000.00",$0.00,$0.00,$0.00,"$76,407,000,000.00","$76,407,000,000.00",$0.00,"$29,588,000,000.00","$4,783,092,949.47",$0.00,"$189,614,000,000.00","-$76,407,000,000.00",$0.00,"$52,176,000,000.00",$0.00,"$29,510,000,000.00","$12,998,000,000.00","$640,795,000.00",BMO
2019-10-31,CAD,"$852,195,000,000.00","$80,637,000,000.00","$56,790,000,000.00","$56,790,000,000.00","$3,021,439.55",$0.00,"$201,127,000,000.00","$2,055,000,000.00",$0.00,"$2,424,000,000.00","$2,424,000,000.00","$6,340,000,000.00",$0.00,"$189,438,000,000.00","$16,126,000,000.00","$570,431,000,000.00",$0.00,"$801,119,000,000.00","$93,563,000,000.00",$0.00,$0.00,$0.00,"$81,053,000,000.00","$93,563,000,000.00",$0.00,"$29,393,000,000.00","$4,455,015,144.47",$0.00,"$185,881,000,000.00","-$93,563,000,000.00",$0.00,"$51,076,000,000.00",$0.00,"$28,725,000,000.00","$12,991,000,000.00","$670,786,517.00",BMO
2019-07-31,CAD,"$839,180,000,000.00","$114,528,000,000.00","$45,837,000,000.00","$45,837,000,000.00",$0.00,$0.00,"$202,169,000,000.00","$1,989,000,000.00",$0.00,"$2,319,000,000.00","$2,319,000,000.00","$6,329,000,000.00",$0.00,"$191,725,000,000.00","$67,434,000,000.00","$522,483,000,000.00",$0.00,"$788,537,000,000.00","$79,079,000,000.00",$0.00,$0.00,$0.00,"$79,079,000,000.00","$79,079,000,000.00",$0.00,"$28,055,000,000.00","$4,476,806,425.10",$0.00,"$198,135,000,000.00","-$79,079,000,000.00",$0.00,"$50,643,000,000.00",$0.00,"$28,241,000,000.00","$12,958,000,000.00","$640,450,000.00",BMO
2019-04-30,CAD,"$830,470,000,000.00","$113,334,000,000.00","$43,357,000,000.00","$43,357,000,000.00",$0.00,$0.00,"$201,777,000,000.00","$1,983,000,000.00",$0.00,"$2,331,000,000.00","$2,331,000,000.00","$6,500,000,000.00",$0.00,"$191,226,000,000.00","$68,668,000,000.00","$515,359,000,000.00",$0.00,"$781,075,000,000.00","$71,728,000,000.00",$0.00,$0.00,$0.00,"$71,728,000,000.00","$71,728,000,000.00",$0.00,"$28,436,000,000.00","$166,940,199.88",$0.00,"$180,392,000,000.00","-$71,728,000,000.00",$0.00,"$49,395,000,000.00",$0.00,"$27,405,000,000.00","$12,939,000,000.00","$640,260,000.00",BMO
2019-01-31,CAD,"$806,597,000,000.00","$116,244,000,000.00","$48,079,000,000.00","$48,079,000,000.00",$0.00,$0.00,"$198,727,000,000.00","$75,490,441.22",$0.00,"$2,285,000,000.00","$2,285,000,000.00","$6,388,000,000.00",$0.00,"$188,476,000,000.00","$66,696,000,000.00","$491,626,000,000.00",$0.00,"$759,248,000,000.00","$76,944,000,000.00",$0.00,$0.00,$0.00,"$76,944,000,000.00","$76,944,000,000.00",$0.00,"$6,820,000,000.00","$123,634,269.03",$0.00,"$190,172,000,000.00","-$76,944,000,000.00",$0.00,"$47,349,000,000.00",$0.00,"$26,599,000,000.00","$12,914,000,000.00","$640,413,000.00",BMO
2018-07-31,CAD,"$765,318,000,000.00","$109,678,000,000.00","$48,709,000,000.00","$48,709,000,000.00",$0.00,$0.00,"$177,432,000,000.00","$1,479,203,505.80",$0.00,"$2,207,000,000.00","$2,207,000,000.00","$6,275,000,000.00",$0.00,"$60,570,462,058.89","$59,322,000,000.00","$478,208,000,000.00",$0.00,"$720,562,000,000.00","$508,173,291,304.68",$0.00,$0.00,$0.00,$0.00,"$720,562,000,000.00",$0.00,"$19,512,570,154.53","$2,908,433,920.20",$0.00,"$29,163,000,000.00","$32,544,783,578.07",$0.00,"$44,756,000,000.00",$0.00,"$24,909,000,000.00","$12,924,000,000.00","$642,355,000.00",BMO
2018-04-30,CAD,"$743,569,000,000.00","$102,229,000,000.00","$43,559,000,000.00","$43,559,000,000.00",$0.00,$0.00,"$175,597,000,000.00","$1,531,152,647.98",$0.00,"$2,190,000,000.00","$2,190,000,000.00","$6,263,000,000.00",$0.00,"$59,630,841,121.50","$56,562,000,000.00","$465,743,000,000.00",$0.00,"$699,823,000,000.00","$498,881,619,937.69",$0.00,$0.00,$0.00,"$3,090,342,679.13","$699,823,000,000.00",$0.00,"$19,644,859,813.08","$3,090,342,679.13",$0.00,"$29,192,000,000.00","$32,590,342,679.13",$0.00,"$43,746,000,000.00",$0.00,"$24,119,000,000.00","$12,926,000,000.00","$645,627,000.00",BMO
2018-01-31,CAD,"$727,909,000,000.00","$99,725,000,000.00","$47,899,000,000.00","$47,899,000,000.00",$0.00,$0.00,"$170,474,000,000.00","$1,595,615,103.53",$0.00,"$2,144,000,000.00","$2,144,000,000.00","$6,056,000,000.00",$0.00,"$56,941,128,704.83","$49,755,000,000.00","$457,710,000,000.00",$0.00,"$685,081,000,000.00","$509,018,270,401.95",$0.00,$0.00,$0.00,"$3,920,422,249.29","$685,081,000,000.00",$0.00,"$5,248,071,457.57","$3,920,422,249.29",$0.00,"$29,966,000,000.00","$9,740,154,283.39",$0.00,"$42,828,000,000.00",$0.00,"$23,902,000,000.00","$13,020,000,000.00","$649,855,000.00",BMO
